Track ID,Track Name,Artist,Album,Release Date,Duration (ms),Views,Likes,Explicit,Artist ID,Artist Name,Genre,Subscribers,Popularity,Album ID,Album Name,Total Tracks,Playlist ID,Playlist Name,Description,Owner,User ID,User Name,Country,Subscription Level
11,Hotline Bling,BTS,"Thank U, Next",2018-11-03,298982,5743425,673932,True,11,Drake,Pop,407737,94,11,Hollywood's Bleeding,8,11,Playlist 11,Sample playlist description,User 11,11,User 11,CA,Free
12,Bad Guy,Adele,After Hours,2013-12-22,287786,7679882,644676,False,12,Ariana Grande,R&B,232557,52,12,"Thank U, Next",17,12,Playlist 12,Sample playlist description,User 12,12,User 12,US,Free
13,Shake It Off,Taylor Swift,1989,2003-07-02,191576,7260818,615217,True,13,The Weeknd,Rock,79861,71,13,Hollywood's Bleeding,37,13,Playlist 13,Sample playlist description,User 13,13,User 13,DE,Free
14,Easy On Me,BTS,BE,2020-01-17,275397,8660771,209059,False,14,Drake,Rock,772973,3,14,"Thank U, Next",16,14,Playlist 14,Sample playlist description,User 14,14,User 14,DE,Free
15,Easy On Me,Justin Bieber,Views,2021-04-28,237750,5598552,307383,True,15,Justin Bieber,R&B,940153,11,15,After Hours,9,15,Playlist 15,Sample playlist description,User 15,15,User 15,AU,Free
16,Hotline Bling,Drake,Divide,2014-11-27,291814,5220149,389142,True,16,Post Malone,Country,745894,5,16,Justice,50,16,Playlist 16,Sample playlist description,User 16,16,User 16,US,Premium
17,Shake It Off,Justin Bieber,Views,2000-10-08,206813,5651847,680060,True,17,Taylor Swift,Pop,451706,87,17,Views,8,17,Playlist 17,Sample playlist description,User 17,17,User 17,DE,Family
18,Circles,Billie Eilish,Justice,2015-03-21,277467,5080566,873994,True,18,The Weeknd,Country,365578,76,18,"Thank U, Next",21,18,Playlist 18,Sample playlist description,User 18,18,User 18,AU,Free
19,Shake It Off,Ariana Grande,Justice,2011-12-19,215533,4091776,462115,False,19,Billie Eilish,R&B,556236,72,19,After Hours,21,19,Playlist 19,Sample playlist description,User 19,19,User 19,UK,Free
20,Shape of You,Drake,After Hours,2020-05-05,289576,9359072,233240,True,20,Justin Bieber,R&B,156317,27,20,Justice,50,20,Playlist 20,Sample playlist description,User 20,20,User 20,UK,Free
21,7 rings,Taylor Swift,Views,2012-05-21,261607,80295,973503,False,21,BTS,Pop,397592,53,21,After Hours,23,21,Playlist 21,Sample playlist description,User 21,21,User 21,CA,Family
22,Shape of You,BTS,Divide,2005-06-02,232206,9538026,40242,True,22,Ed Sheeran,Country,825617,37,22,Justice,14,22,Playlist 22,Sample playlist description,User 22,22,User 22,UK,Premium
23,Dynamite,Billie Eilish,Views,2021-01-18,277642,4560432,491781,False,23,Billie Eilish,Hip-Hop,700823,35,23,Justice,25,23,Playlist 23,Sample playlist description,User 23,23,User 23,AU,Family
24,Dynamite,Drake,30,2008-07-20,216957,3958326,126876,False,24,BTS,Country,136935,33,24,BE,18,24,Playlist 24,Sample playlist description,User 24,24,User 24,AU,Family
25,Shape of You,Post Malone,Justice,2016-07-26,242586,6947025,115099,True,25,Post Malone,Pop,207821,0,25,BE,33,25,Playlist 25,Sample playlist description,User 25,25,User 25,CA,Free
26,7 rings,Adele,Happier Than Ever,2004-06-16,257398,2327147,603335,True,26,Post Malone,Country,30449,39,26,After Hours,26,26,Playlist 26,Sample playlist description,User 26,26,User 26,AU,Family
27,Peaches,BTS,Views,2017-03-08,201265,9751302,54393,True,27,Billie Eilish,Rock,887027,79,27,Happier Than Ever,1,27,Playlist 27,Sample playlist description,User 27,27,User 27,AU,Free
28,Hotline Bling,The Weeknd,Hollywood's Bleeding,2001-03-11,276760,4803192,404129,True,28,Justin Bieber,Hip-Hop,68639,49,28,After Hours,7,28,Playlist 28,Sample playlist description,User 28,28,User 28,UK,Premium
29,Blinding Lights,Adele,Hollywood's Bleeding,2021-01-21,278336,9723110,476766,True,29,Ed Sheeran,Hip-Hop,442687,82,29,"Thank U, Next",10,29,Playlist 29,Sample playlist description,User 29,29,User 29,US,Family
30,Circles,Ed Sheeran,30,2013-02-02,250548,2940559,25195,False,30,Post Malone,Rock,667314,31,30,Divide,16,30,Playlist 30,Sample playlist description,User 30,30,User 30,AU,Premium
31,7 rings,Billie Eilish,Views,2005-02-01,232146,4486818,852362,False,31,Ariana Grande,R&B,40025,22,31,"Thank U, Next",34,31,Playlist 31,Sample playlist description,User 31,31,User 31,CA,Free
32,Blinding Lights,Ariana Grande,Happier Than Ever,2001-04-21,235181,2109540,687553,True,32,Justin Bieber,Rock,559391,92,32,Views,44,32,Playlist 32,Sample playlist description,User 32,32,User 32,CA,Free
33,Shake It Off,Justin Bieber,Happier Than Ever,2004-01-18,285972,455128,945733,False,33,Taylor Swift,Hip-Hop,529091,61,33,BE,21,33,Playlist 33,Sample playlist description,User 33,33,User 33,CA,Free
34,Shape of You,Billie Eilish,Hollywood's Bleeding,2016-08-27,223775,8145662,217639,False,34,Justin Bieber,Pop,591527,19,34,Divide,15,34,Playlist 34,Sample playlist description,User 34,34,User 34,AU,Free
35,Bad Guy,Justin Bieber,1989,2010-08-05,215861,7437756,732236,True,35,Billie Eilish,R&B,287061,74,35,Happier Than Ever,12,35,Playlist 35,Sample playlist description,User 35,35,User 35,CA,Family
36,Shake It Off,Post Malone,Views,2011-03-28,190607,7797307,301534,False,36,Ed Sheeran,R&B,425520,43,36,After Hours,17,36,Playlist 36,Sample playlist description,User 36,36,User 36,UK,Premium
37,Peaches,Taylor Swift,Divide,2003-01-22,224596,685492,127549,True,37,Billie Eilish,Country,463546,51,37,After Hours,9,37,Playlist 37,Sample playlist description,User 37,37,User 37,US,Free
38,Peaches,Taylor Swift,Divide,2011-06-08,274360,6248186,769841,False,38,Post Malone,Pop,868930,42,38,Happier Than Ever,39,38,Playlist 38,Sample playlist description,User 38,38,User 38,UK,Family
39,Shake It Off,Ariana Grande,Hollywood's Bleeding,2007-10-17,185465,3952846,993583,True,39,Post Malone,Pop,631882,95,39,Happier Than Ever,12,39,Playlist 39,Sample playlist description,User 39,39,User 39,US,Premium
40,7 rings,BTS,After Hours,2000-02-26,263121,629613,729106,True,40,Adele,Rock,871053,69,40,Hollywood's Bleeding,20,40,Playlist 40,Sample playlist description,User 40,40,User 40,CA,Premium
41,Bad Guy,Drake,BE,2016-07-02,213646,3419166,829654,False,41,Post Malone,Hip-Hop,828392,13,41,"Thank U, Next",32,41,Playlist 41,Sample playlist description,User 41,41,User 41,AU,Premium
42,Circles,Post Malone,Happier Than Ever,2016-02-28,260908,6837329,901759,True,42,The Weeknd,Rock,778938,99,42,Divide,17,42,Playlist 42,Sample playlist description,User 42,42,User 42,AU,Family
43,Dynamite,Adele,Views,2009-09-09,230556,7283601,149205,False,43,Billie Eilish,Country,53899,63,43,1989,27,43,Playlist 43,Sample playlist description,User 43,43,User 43,US,Family
44,Dynamite,Taylor Swift,Happier Than Ever,2001-03-03,201791,7006181,947868,True,44,Billie Eilish,Country,138891,100,44,"Thank U, Next",14,44,Playlist 44,Sample playlist description,User 44,44,User 44,US,Premium
45,Shape of You,The Weeknd,Happier Than Ever,2022-08-20,190284,9583322,386186,False,45,Adele,Hip-Hop,268042,18,45,After Hours,10,45,Playlist 45,Sample playlist description,User 45,45,User 45,AU,Family
46,Peaches,Justin Bieber,After Hours,2004-01-22,246422,6162675,618871,True,46,Taylor Swift,Country,476495,16,46,"Thank U, Next",7,46,Playlist 46,Sample playlist description,User 46,46,User 46,US,Free
47,Easy On Me,Drake,After Hours,2002-08-17,212246,9824676,980825,True,47,Justin Bieber,Country,91264,14,47,After Hours,12,47,Playlist 47,Sample playlist description,User 47,47,User 47,DE,Free
48,Hotline Bling,Taylor Swift,1989,2022-06-26,286990,352970,631910,False,48,Taylor Swift,Country,510645,45,48,BE,20,48,Playlist 48,Sample playlist description,User 48,48,User 48,AU,Family
49,Shake It Off,The Weeknd,Divide,2017-01-18,254716,8638054,513829,False,49,BTS,Rock,670541,85,49,BE,19,49,Playlist 49,Sample playlist description,User 49,49,User 49,US,Premium
50,Bad Guy,Ed Sheeran,Views,2022-12-15,200600,7867194,921582,True,50,Ariana Grande,R&B,470952,94,50,1989,5,50,Playlist 50,Sample playlist description,User 50,50,User 50,CA,Premium
51,Peaches,Adele,Divide,2014-03-03,206912,2743760,832937,False,51,Taylor Swift,R&B,953801,56,51,Divide,15,51,Playlist 51,Sample playlist description,User 51,51,User 51,DE,Premium
52,Shape of You,BTS,Divide,2003-05-06,276817,1102543,796972,True,52,Drake,Hip-Hop,647619,32,52,1989,16,52,Playlist 52,Sample playlist description,User 52,52,User 52,US,Free
53,Hotline Bling,The Weeknd,Happier Than Ever,2020-03-01,218278,6736854,665743,True,53,Drake,Country,204348,56,53,BE,50,53,Playlist 53,Sample playlist description,User 53,53,User 53,UK,Family
54,Dynamite,Billie Eilish,BE,2010-05-15,273264,6820613,801552,True,54,Adele,Country,116853,80,54,"Thank U, Next",25,54,Playlist 54,Sample playlist description,User 54,54,User 54,CA,Free
55,Peaches,Post Malone,Divide,2015-02-17,186353,342602,89952,False,55,BTS,Rock,536239,28,55,Justice,38,55,Playlist 55,Sample playlist description,User 55,55,User 55,AU,Premium
56,Bad Guy,Adele,Happier Than Ever,2011-01-15,229048,7058555,220484,True,56,The Weeknd,Hip-Hop,204246,16,56,Views,9,56,Playlist 56,Sample playlist description,User 56,56,User 56,UK,Free
57,Dynamite,Justin Bieber,Happier Than Ever,2001-05-08,282437,9392503,15721,True,57,BTS,Country,528550,48,57,BE,24,57,Playlist 57,Sample playlist description,User 57,57,User 57,DE,Premium
58,Shape of You,Justin Bieber,1989,2016-06-09,294312,8753556,130242,False,58,The Weeknd,Hip-Hop,404578,0,58,After Hours,23,58,Playlist 58,Sample playlist description,User 58,58,User 58,CA,Premium
59,Blinding Lights,BTS,30,2006-08-26,222905,1879039,176528,True,59,Drake,R&B,366087,56,59,"Thank U, Next",47,59,Playlist 59,Sample playlist description,User 59,59,User 59,AU,Family
60,Peaches,Post Malone,BE,2016-11-22,257763,832894,822461,False,60,Adele,Pop,937410,76,60,"Thank U, Next",3,60,Playlist 60,Sample playlist description,User 60,60,User 60,CA,Premium
61,Circles,Ariana Grande,Divide,2018-03-17,197499,6912592,748143,True,61,The Weeknd,R&B,195426,32,61,1989,33,61,Playlist 61,Sample playlist description,User 61,61,User 61,AU,Free
62,Dynamite,Justin Bieber,30,2015-01-26,193109,335294,264028,False,62,Adele,Pop,541378,44,62,Hollywood's Bleeding,7,62,Playlist 62,Sample playlist description,User 62,62,User 62,UK,Free
63,Shake It Off,The Weeknd,30,2023-10-18,210197,7629953,410598,True,63,Taylor Swift,Hip-Hop,620417,11,63,Hollywood's Bleeding,37,63,Playlist 63,Sample playlist description,User 63,63,User 63,CA,Family
64,Dynamite,Adele,Views,2017-10-27,240133,1102761,312120,False,64,Ed Sheeran,Country,298980,85,64,Divide,28,64,Playlist 64,Sample playlist description,User 64,64,User 64,US,Free
65,Hotline Bling,Taylor Swift,Hollywood's Bleeding,2014-02-27,214262,6466680,63113,True,65,BTS,Hip-Hop,467516,86,65,Hollywood's Bleeding,19,65,Playlist 65,Sample playlist description,User 65,65,User 65,US,Family
66,Dynamite,Justin Bieber,30,2007-04-20,206123,5598866,272453,True,66,Ariana Grande,Pop,760706,81,66,Hollywood's Bleeding,19,66,Playlist 66,Sample playlist description,User 66,66,User 66,US,Free
67,Circles,Adele,Justice,2007-09-09,182026,4100366,576179,True,67,The Weeknd,Pop,687440,41,67,"Thank U, Next",28,67,Playlist 67,Sample playlist description,User 67,67,User 67,AU,Free
68,Shape of You,Drake,"Thank U, Next",2006-06-28,223322,7188590,102723,False,68,Justin Bieber,Country,396911,37,68,Hollywood's Bleeding,42,68,Playlist 68,Sample playlist description,User 68,68,User 68,UK,Family
69,7 rings,Justin Bieber,Hollywood's Bleeding,2007-12-28,189411,1171782,304270,False,69,Ariana Grande,R&B,89482,68,69,Views,46,69,Playlist 69,Sample playlist description,User 69,69,User 69,AU,Premium
70,Shape of You,The Weeknd,1989,2003-08-10,191179,2658018,467004,True,70,Billie Eilish,R&B,94045,62,70,Hollywood's Bleeding,33,70,Playlist 70,Sample playlist description,User 70,70,User 70,CA,Family
71,Circles,Billie Eilish,Views,2022-08-07,258315,9522096,618479,False,71,Adele,Rock,621925,73,71,Justice,39,71,Playlist 71,Sample playlist description,User 71,71,User 71,US,Free
72,Circles,BTS,BE,2007-10-22,269398,135398,619597,True,72,Drake,Country,17983,81,72,Happier Than Ever,50,72,Playlist 72,Sample playlist description,User 72,72,User 72,AU,Free
73,Peaches,Ed Sheeran,"Thank U, Next",2009-10-23,224868,1766692,913584,False,73,Drake,Pop,324659,100,73,30,34,73,Playlist 73,Sample playlist description,User 73,73,User 73,US,Free
74,Shape of You,Billie Eilish,After Hours,2013-05-01,293092,2244316,925038,False,74,Drake,Hip-Hop,887178,68,74,After Hours,47,74,Playlist 74,Sample playlist description,User 74,74,User 74,DE,Family
75,7 rings,Taylor Swift,Divide,2020-03-03,278443,775821,338380,True,75,Post Malone,Rock,701710,39,75,Hollywood's Bleeding,5,75,Playlist 75,Sample playlist description,User 75,75,User 75,AU,Free
76,Dynamite,The Weeknd,Views,2023-06-23,273811,2219469,323211,True,76,Justin Bieber,R&B,962797,61,76,Justice,44,76,Playlist 76,Sample playlist description,User 76,76,User 76,DE,Premium
77,Blinding Lights,Drake,1989,2008-02-14,227128,7617318,433123,True,77,BTS,Hip-Hop,791246,45,77,BE,33,77,Playlist 77,Sample playlist description,User 77,77,User 77,DE,Family
78,Shape of You,Ed Sheeran,"Thank U, Next",2000-02-22,201677,4131766,929116,True,78,Justin Bieber,Pop,740499,78,78,Happier Than Ever,4,78,Playlist 78,Sample playlist description,User 78,78,User 78,DE,Free
79,Circles,Drake,Views,2020-07-28,197866,2022326,576881,True,79,Billie Eilish,Hip-Hop,503099,83,79,BE,49,79,Playlist 79,Sample playlist description,User 79,79,User 79,AU,Free
80,Hotline Bling,BTS,After Hours,2014-01-21,218229,2603189,683590,False,80,Drake,Pop,461329,27,80,Hollywood's Bleeding,43,80,Playlist 80,Sample playlist description,User 80,80,User 80,DE,Premium
81,Easy On Me,Adele,1989,2015-11-23,287245,7947509,645838,True,81,Justin Bieber,Pop,6072,91,81,BE,13,81,Playlist 81,Sample playlist description,User 81,81,User 81,US,Free
82,Shape of You,Taylor Swift,Justice,2013-03-22,216312,6178805,536615,False,82,Drake,Pop,38967,55,82,Views,41,82,Playlist 82,Sample playlist description,User 82,82,User 82,CA,Premium
83,Peaches,Ariana Grande,Hollywood's Bleeding,2017-12-17,196325,3304422,999777,True,83,Taylor Swift,Country,701400,40,83,1989,2,83,Playlist 83,Sample playlist description,User 83,83,User 83,UK,Free
84,Shake It Off,Drake,"Thank U, Next",2020-05-13,297476,7366914,180468,False,84,Ariana Grande,Rock,551545,55,84,Divide,46,84,Playlist 84,Sample playlist description,User 84,84,User 84,US,Family
85,Circles,The Weeknd,30,2014-02-21,236367,5554096,266037,False,85,The Weeknd,R&B,123700,89,85,Views,4,85,Playlist 85,Sample playlist description,User 85,85,User 85,UK,Premium
86,Circles,Ariana Grande,Hollywood's Bleeding,2022-06-13,180177,5121834,516994,True,86,Drake,Country,126574,8,86,Divide,7,86,Playlist 86,Sample playlist description,User 86,86,User 86,DE,Premium
87,Bad Guy,BTS,1989,2023-09-06,221727,7526650,888336,False,87,Taylor Swift,Rock,27923,68,87,Happier Than Ever,16,87,Playlist 87,Sample playlist description,User 87,87,User 87,US,Free
88,Peaches,Taylor Swift,30,2020-06-04,196804,9003921,759878,True,88,Ed Sheeran,R&B,629559,38,88,1989,7,88,Playlist 88,Sample playlist description,User 88,88,User 88,DE,Family
89,Easy On Me,Taylor Swift,30,2022-09-02,278642,763769,398143,False,89,Justin Bieber,R&B,198328,85,89,"Thank U, Next",14,89,Playlist 89,Sample playlist description,User 89,89,User 89,CA,Family
90,Dynamite,Taylor Swift,"Thank U, Next",2003-04-11,191704,2598098,456594,False,90,Taylor Swift,R&B,428069,92,90,BE,23,90,Playlist 90,Sample playlist description,User 90,90,User 90,US,Free
91,Blinding Lights,Taylor Swift,"Thank U, Next",2001-10-28,225607,9673275,871011,False,91,Adele,Rock,678509,1,91,Justice,33,91,Playlist 91,Sample playlist description,User 91,91,User 91,US,Free
92,Blinding Lights,Justin Bieber,Hollywood's Bleeding,2010-07-25,198395,9759905,584785,False,92,Billie Eilish,R&B,252255,50,92,"Thank U, Next",28,92,Playlist 92,Sample playlist description,User 92,92,User 92,DE,Premium
93,Bad Guy,Adele,Justice,2002-10-16,295392,3303267,121422,True,93,BTS,Country,652381,10,93,Hollywood's Bleeding,19,93,Playlist 93,Sample playlist description,User 93,93,User 93,CA,Free
94,Peaches,The Weeknd,BE,2017-06-04,279745,8532710,246552,True,94,Adele,Country,734822,7,94,Views,43,94,Playlist 94,Sample playlist description,User 94,94,User 94,UK,Free
95,Dynamite,BTS,Happier Than Ever,2009-06-02,187634,5365235,212318,False,95,Adele,Country,129658,98,95,1989,30,95,Playlist 95,Sample playlist description,User 95,95,User 95,DE,Premium
96,Easy On Me,Ed Sheeran,BE,2011-07-23,262867,8316190,196944,True,96,Billie Eilish,Country,740658,2,96,Views,50,96,Playlist 96,Sample playlist description,User 96,96,User 96,DE,Family
97,Shape of You,Ariana Grande,BE,2000-09-03,260580,5138018,496078,False,97,Justin Bieber,Hip-Hop,914639,77,97,Views,17,97,Playlist 97,Sample playlist description,User 97,97,User 97,DE,Free
98,Dynamite,Taylor Swift,Divide,2010-08-12,227304,3396809,841994,True,98,Taylor Swift,Hip-Hop,307095,89,98,Views,32,98,Playlist 98,Sample playlist description,User 98,98,User 98,UK,Premium
99,Shape of You,Drake,30,2005-12-24,214667,3144134,467805,True,99,Ed Sheeran,Pop,972993,22,99,1989,6,99,Playlist 99,Sample playlist description,User 99,99,User 99,DE,Premium
100,Dynamite,Ed Sheeran,"Thank U, Next",2003-04-27,242081,9129692,793008,True,100,Post Malone,Pop,240370,63,100,30,37,100,Playlist 100,Sample playlist description,User 100,100,User 100,CA,Premium
101,Peaches,Post Malone,After Hours,2006-02-21,227273,7156234,318147,False,101,The Weeknd,Hip-Hop,103465,62,101,After Hours,39,101,Playlist 101,Sample playlist description,User 101,101,User 101,CA,Free
102,Shake It Off,Taylor Swift,After Hours,2019-08-07,226409,5950126,20975,False,102,Adele,R&B,49794,9,102,30,39,102,Playlist 102,Sample playlist description,User 102,102,User 102,AU,Premium
103,Circles,Post Malone,Hollywood's Bleeding,2022-06-23,196521,7678063,176538,False,103,Ariana Grande,Hip-Hop,279358,85,103,"Thank U, Next",35,103,Playlist 103,Sample playlist description,User 103,103,User 103,DE,Free
104,Peaches,Ariana Grande,1989,2019-05-17,261839,2655186,691036,True,104,Ariana Grande,Pop,508142,94,104,Views,25,104,Playlist 104,Sample playlist description,User 104,104,User 104,CA,Premium
105,7 rings,Justin Bieber,1989,2021-01-19,203837,8014108,85631,True,105,The Weeknd,Country,214211,5,105,Justice,42,105,Playlist 105,Sample playlist description,User 105,105,User 105,US,Free
106,Blinding Lights,Adele,After Hours,2013-08-23,218807,6454787,150486,True,106,Billie Eilish,Country,484647,13,106,Happier Than Ever,32,106,Playlist 106,Sample playlist description,User 106,106,User 106,CA,Premium
107,Peaches,Justin Bieber,"Thank U, Next",2001-09-15,293269,4456318,197352,False,107,Ariana Grande,R&B,33965,77,107,"Thank U, Next",38,107,Playlist 107,Sample playlist description,User 107,107,User 107,US,Family
108,Shake It Off,Ed Sheeran,Views,2009-01-23,198507,5951777,348325,True,108,Billie Eilish,Rock,644711,70,108,Hollywood's Bleeding,38,108,Playlist 108,Sample playlist description,User 108,108,User 108,UK,Free
109,Circles,Billie Eilish,Divide,2005-11-06,212202,2086372,390428,True,109,The Weeknd,Country,230787,71,109,1989,28,109,Playlist 109,Sample playlist description,User 109,109,User 109,AU,Premium
110,Circles,Taylor Swift,Hollywood's Bleeding,2006-01-12,198592,9959634,804395,False,110,Justin Bieber,Country,488048,26,110,Divide,8,110,Playlist 110,Sample playlist description,User 110,110,User 110,UK,Family
111,Hotline Bling,Ed Sheeran,30,2018-05-01,217803,5423775,784272,False,111,BTS,Hip-Hop,28402,91,111,Happier Than Ever,44,111,Playlist 111,Sample playlist description,User 111,111,User 111,DE,Free
112,Blinding Lights,BTS,Views,2015-02-02,247108,7313141,940686,True,112,Adele,Pop,83090,53,112,After Hours,2,112,Playlist 112,Sample playlist description,User 112,112,User 112,US,Premium
113,7 rings,Ed Sheeran,Happier Than Ever,2001-01-09,194113,8533766,490177,False,113,Drake,Country,968495,25,113,Hollywood's Bleeding,45,113,Playlist 113,Sample playlist description,User 113,113,User 113,DE,Family
114,Dynamite,Ed Sheeran,Divide,2010-05-16,190428,6626160,648166,False,114,Billie Eilish,R&B,919146,29,114,BE,4,114,Playlist 114,Sample playlist description,User 114,114,User 114,DE,Premium
115,Dynamite,Taylor Swift,Justice,2015-08-08,260656,8934508,56392,False,115,Justin Bieber,Rock,195604,73,115,Views,13,115,Playlist 115,Sample playlist description,User 115,115,User 115,CA,Family
116,Easy On Me,Adele,1989,2002-04-07,211800,8492525,924000,False,116,Adele,Country,305439,48,116,Views,50,116,Playlist 116,Sample playlist description,User 116,116,User 116,US,Premium
117,Bad Guy,Justin Bieber,After Hours,2022-05-04,249971,549740,478114,False,117,The Weeknd,Pop,527980,0,117,"Thank U, Next",46,117,Playlist 117,Sample playlist description,User 117,117,User 117,CA,Family
118,Easy On Me,Post Malone,30,2021-06-05,244008,4778682,103993,False,118,Ariana Grande,Country,601307,58,118,BE,39,118,Playlist 118,Sample playlist description,User 118,118,User 118,AU,Premium
119,Circles,Adele,After Hours,2013-08-21,289032,4069797,492214,True,119,Taylor Swift,Pop,264495,33,119,Happier Than Ever,9,119,Playlist 119,Sample playlist description,User 119,119,User 119,AU,Free
120,Shake It Off,Taylor Swift,After Hours,2006-09-07,270047,4245644,953772,True,120,BTS,R&B,295454,51,120,1989,35,120,Playlist 120,Sample playlist description,User 120,120,User 120,CA,Premium
121,Dynamite,Adele,BE,2011-03-19,268623,8486617,469513,False,121,Justin Bieber,Country,141001,46,121,Divide,44,121,Playlist 121,Sample playlist description,User 121,121,User 121,DE,Family
122,7 rings,Ed Sheeran,30,2022-10-10,242667,8417477,543889,False,122,Ed Sheeran,Hip-Hop,668949,97,122,Hollywood's Bleeding,29,122,Playlist 122,Sample playlist description,User 122,122,User 122,US,Premium
123,7 rings,Drake,Views,2021-01-10,258481,7398567,220490,False,123,Ariana Grande,Country,310132,15,123,Justice,18,123,Playlist 123,Sample playlist description,User 123,123,User 123,DE,Premium
124,Shake It Off,Adele,"Thank U, Next",2011-05-02,209804,2790014,262862,False,124,The Weeknd,Country,669487,35,124,"Thank U, Next",47,124,Playlist 124,Sample playlist description,User 124,124,User 124,DE,Free
125,Shape of You,Post Malone,Views,2001-06-05,298334,3535853,945372,False,125,Billie Eilish,Country,797208,29,125,Hollywood's Bleeding,3,125,Playlist 125,Sample playlist description,User 125,125,User 125,US,Family
126,7 rings,Post Malone,30,2015-08-07,291380,5508941,196397,True,126,Billie Eilish,Hip-Hop,623952,91,126,Views,29,126,Playlist 126,Sample playlist description,User 126,126,User 126,AU,Family
127,Blinding Lights,Billie Eilish,Justice,2007-12-13,233556,831480,567947,False,127,The Weeknd,Hip-Hop,173597,0,127,Hollywood's Bleeding,40,127,Playlist 127,Sample playlist description,User 127,127,User 127,DE,Family
128,7 rings,Billie Eilish,BE,2005-12-14,201259,1710266,16145,False,128,BTS,Rock,725699,16,128,30,22,128,Playlist 128,Sample playlist description,User 128,128,User 128,CA,Family
129,Hotline Bling,Justin Bieber,30,2007-03-12,290258,9677314,72951,True,129,Justin Bieber,Pop,981160,97,129,Happier Than Ever,42,129,Playlist 129,Sample playlist description,User 129,129,User 129,DE,Premium
130,Dynamite,Taylor Swift,"Thank U, Next",2005-04-07,208548,6928056,375592,False,130,BTS,Rock,644165,31,130,30,14,130,Playlist 130,Sample playlist description,User 130,130,User 130,UK,Family
131,Dynamite,Ariana Grande,Views,2002-01-12,237329,8275522,294716,False,131,Ed Sheeran,Pop,728524,94,131,BE,32,131,Playlist 131,Sample playlist description,User 131,131,User 131,CA,Family
132,Blinding Lights,Ed Sheeran,After Hours,2016-05-20,228408,5047066,658499,False,132,Adele,R&B,155303,60,132,Divide,28,132,Playlist 132,Sample playlist description,User 132,132,User 132,UK,Premium
133,Blinding Lights,BTS,Hollywood's Bleeding,2008-02-05,290046,6310746,565083,True,133,Taylor Swift,R&B,467203,14,133,Justice,41,133,Playlist 133,Sample playlist description,User 133,133,User 133,CA,Premium
134,Shake It Off,Justin Bieber,30,2000-06-07,247599,8160946,116665,True,134,Drake,Pop,172572,79,134,"Thank U, Next",49,134,Playlist 134,Sample playlist description,User 134,134,User 134,US,Free
135,Circles,The Weeknd,Hollywood's Bleeding,2014-01-22,243857,8611369,105922,True,135,Ariana Grande,Rock,40661,50,135,"Thank U, Next",34,135,Playlist 135,Sample playlist description,User 135,135,User 135,UK,Premium
136,7 rings,Taylor Swift,"Thank U, Next",2011-03-23,272526,8056631,860703,True,136,The Weeknd,R&B,261630,16,136,1989,6,136,Playlist 136,Sample playlist description,User 136,136,User 136,CA,Family
137,Peaches,Ed Sheeran,30,2004-07-20,219754,2360062,180997,False,137,The Weeknd,Hip-Hop,644669,76,137,Happier Than Ever,31,137,Playlist 137,Sample playlist description,User 137,137,User 137,DE,Free
